protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_002110,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002110/protein_group_002110_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002110/protein_group_002110_protein.pdb,29,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002110/protein_group_002110_pocket-1_source_ids.txt,template
protein_group_002111,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002111/protein_group_002111_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002111/protein_group_002111_protein.pdb,37,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002111/protein_group_002111_pocket-1_source_ids.txt,template
protein_group_002112,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002112/protein_group_002112_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002112/protein_group_002112_protein.pdb,30,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002112/protein_group_002112_pocket-1_source_ids.txt,template
protein_group_002113,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002113/protein_group_002113_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002113/protein_group_002113_protein.pdb,73,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002113/protein_group_002113_pocket-1_source_ids.txt,template
protein_group_002114,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002114/protein_group_002114_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002114/protein_group_002114_protein.pdb,38,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002114/protein_group_002114_pocket-1_source_ids.txt,template
protein_group_002115,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002115/protein_group_002115_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002115/protein_group_002115_protein.pdb,42,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002115/protein_group_002115_pocket-1_source_ids.txt,template
protein_group_002116,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_protein.pdb,25,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_pocket-1_source_ids.txt,template
protein_group_002116,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_protein.pdb,23,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002116/protein_group_002116_pocket-2_source_ids.txt,template
protein_group_002117,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002117/protein_group_002117_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002117/protein_group_002117_protein.pdb,88,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002117/protein_group_002117_pocket-1_source_ids.txt,template
protein_group_002118,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_protein.pdb,39,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_pocket-1_source_ids.txt,template
protein_group_002118,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_protein.pdb,35,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002118/protein_group_002118_pocket-2_source_ids.txt,template
protein_group_002119,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_protein.pdb,26,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_pocket-1_source_ids.txt,template
protein_group_002119,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_protein.pdb,23,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002119/protein_group_002119_pocket-2_source_ids.txt,template
protein_group_002120,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002120/protein_group_002120_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002120/protein_group_002120_protein.pdb,90,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002120/protein_group_002120_pocket-1_source_ids.txt,template
protein_group_002121,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002121/protein_group_002121_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002121/protein_group_002121_protein.pdb,88,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002121/protein_group_002121_pocket-1_source_ids.txt,template
protein_group_002122,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002122/protein_group_002122_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002122/protein_group_002122_protein.pdb,85,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002122/protein_group_002122_pocket-1_source_ids.txt,template
protein_group_002123,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_protein.pdb,96,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_pocket-1_source_ids.txt,template
protein_group_002123,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002123/protein_group_002123_pocket-2_source_ids.txt,template
protein_group_002124,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002124/protein_group_002124_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002124/protein_group_002124_protein.pdb,95,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002124/protein_group_002124_pocket-1_source_ids.txt,template
protein_group_002125,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_protein.pdb,75,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_pocket-1_source_ids.txt,template
protein_group_002125,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_protein.pdb,65,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002125/protein_group_002125_pocket-2_source_ids.txt,template
protein_group_002126,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002126/protein_group_002126_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002126/protein_group_002126_protein.pdb,76,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002126/protein_group_002126_pocket-1_source_ids.txt,template
protein_group_002127,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002127/protein_group_002127_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002127/protein_group_002127_protein.pdb,103,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002127/protein_group_002127_pocket-1_source_ids.txt,template
protein_group_002128,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002128/protein_group_002128_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002128/protein_group_002128_protein.pdb,89,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002128/protein_group_002128_pocket-1_source_ids.txt,template
protein_group_002129,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002129/protein_group_002129_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002129/protein_group_002129_protein.pdb,94,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002129/protein_group_002129_pocket-1_source_ids.txt,template
protein_group_002130,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_pocket-1_source_ids.txt,template
protein_group_002130,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_protein.pdb,39,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002130/protein_group_002130_pocket-2_source_ids.txt,template
protein_group_002131,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_protein.pdb,51,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_pocket-1_source_ids.txt,template
protein_group_002131,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_protein.pdb,28,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002131/protein_group_002131_pocket-2_source_ids.txt,template
protein_group_002132,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_protein.pdb,104,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_pocket-1_source_ids.txt,template
protein_group_002132,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_protein.pdb,20,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002132/protein_group_002132_pocket-2_source_ids.txt,template
protein_group_002133,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_protein.pdb,88,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_pocket-1_source_ids.txt,template
protein_group_002133,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_protein.pdb,19,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002133/protein_group_002133_pocket-2_source_ids.txt,template
protein_group_002134,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_protein.pdb,95,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_pocket-1_source_ids.txt,template
protein_group_002134,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_protein.pdb,88,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002134/protein_group_002134_pocket-2_source_ids.txt,template
protein_group_002135,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002135/protein_group_002135_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002135/protein_group_002135_protein.pdb,110,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002135/protein_group_002135_pocket-1_source_ids.txt,template
protein_group_002136,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002136/protein_group_002136_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002136/protein_group_002136_protein.pdb,104,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002136/protein_group_002136_pocket-1_source_ids.txt,template
protein_group_002137,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002137/protein_group_002137_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002137/protein_group_002137_protein.pdb,85,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_002137/protein_group_002137_pocket-1_source_ids.txt,template
