source_id,smiles,molecule_name
558,CC1[C@]2(O)[C@@H](O)[C@H](OC(C)=O)[C@]3(C)CC[C@H](OC(/C=C/C4=CC=CC=C4)=O)C(C5)=C3[C@H](OC(C)=O)C([C@H]5C1=O)C2(C)C,"2alpha,9alpha-Diacetoxy-5alpha-cinnamoyloxy-10beta,11beta-dihydroxy-14beta,20-cyclotax-3-en-13-one"
559,CC(=O)O[C@@H]1[C@@H]2CC(=O)[C@@]3(C[C@H]4[C@@]15[C@]3(C2(C)C)[C@H]([C@@H]([C@@]5(CC[C@@H]4O)C)OC(=O)C)OC(=O)C)C,"2alpha,9alpha,10beta-Triacetoxy-5alpha-hydroxy-3,11-cyclo-12,20-cyclotaxa-13-one"
560,C[C@@]12[C@]34[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(C)CC[C@H](O)C(O6)(C2)[C@@]53[C@H](O)C([C@H]6[C@@H]1O)C4(C)C,Dipropellane B
561,C[C@@]12[C@]34[C@@H](OC(C)=O)[C@H](O)[C@]5(C)CC[C@H](O)C(O6)(C2)[C@@]53[C@H](OC(C)=O)C([C@H]6[C@@H]1O)C4(C)C,Dipropellane A
562,C[C@@]12[C@]34[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(C)CC[C@H](O)C(O6)(C2)[C@@]53[C@H](OC(C)=O)C([C@H]6[C@@H]1O)C4(C)C,Dipropellane C
563,CC(=O)O[C@@H]1[C@@H]2C[C@]3([C@@]4([C@@]5([C@@]16[C@@]4(C2(C)C)[C@H]([C@@H]([C@@]6(CC[C@@H]5O)C)O)OC(=O)C)CO3)C)O,Taxpropellane A
564,C[C@@]12[C@]34[C@@H](OC(C)=O)[C@H](O)[C@]5(C)CC[C@H](O)C([C@@H]6O)(C2)[C@@]53[C@H](OC(C)=O)C([C@H]6C1=O)C4(C)C,"Canataxpropellane (2alpha,10beta-diacetoxy-5alpha,9alpha,20alpha-trihydroxy-3alpha,11alpha;4alpha,12alpha;14alpha,20-tricyclotaxan-13-one"
565,C/C/1=C(/[C@@H](C2=C([C@H](C[C@H](C2(C)C)[C@H](/C=C(\[C@H](C[C@H]1O)O)/COC(=O)C)O)OC(=O)C)C)OC(=O)C)\OC(=O)C,Tasumatrol M
566,CC1=C2[C@H](/C(=C(/[C@H](C[C@@H](/C(=C/[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)O)/CO)O)OC(=O)C)\C)/OC(=O)C)OC(=O)C,5-Deacetyltaxachitriene B
567,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(COC(C)=O)=C/[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)O)OC(C)=O)\C)=O,2-Deacetyltaxachitriene A
568,C/C/1=C(/[C@@H](C2=C(C(=O)C[C@H](C2(C)C)[C@H](/C=C(\[C@H](C[C@@H]1OC(=O)C)O)/CO)O)C)OC(=O)C)\OC(=O)C,"(3E,8E)-7beta,9,10beta-Triacetoxy-2alpha,5alpha,20-trihydroxy-3,8-secotaxa-3,8,11-trien-13-one"
569,C/C/1=C(/[C@@H](C2=C([C@H](C[C@H](C2(C)C)[C@H](/C=C(/[C@H](C[C@@H]1O)OC(=O)C)\CO)O)OC(=O)C)C)OC(=O)C)\OC(=O)C,Taxuspine U
570,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)OC(C)=O)OC(C)=O)\C)=O,Taxachitriene B
571,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)OC(/C=C/C3=CC=CC=C3)=O)O)\C)=O,"2,7-Dideacetyltaxuspine X"
572,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)OC(/C=C/C3=CC=CC=C3)=O)O)\C)=O,"(3E,8E)-9,10beta,13alpha-Triacetoxy-2alpha,7beta,20-trihydroxy-5alpha-[(E)-cinnamoyloxy]-3,8-secotaxa-3,8,11-triene"
573,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)OC(/C=C/C3=CC=CC=C3)=O)OC(C)=O)\C)=O,"2,20-Dideacetyltaxuspine X"
574,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)O)OC(/C=C/C3=CC=CC=C3)=O)OC(C)=O)\C)=O,2-Deacetyltaxuspine X
575,CC1=C2[C@H](/C(=C(\[C@@H](CC(=O)/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)O)/COC(=O)C)O)/C)/OC(=O)C)OC(=O)C,Tasumatrol N
576,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)O)O)\C)=O,7-Deacetylcanadensene
577,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)O)O)\C)=O,"7-Deacetyltaxachitrine A ((3E,8E)-2alpha,9,10beta,13alpha,20-penta-acetoxy-5alpha,7beta-dihydroxy-3,8-secotaxa-3,8,11-triene)"
578,CC(O[C@H]1/C(O)=C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)O)OC(C)=O)\C)=O,13-Deacetylcanadensene
579,CC(O[C@H]1/C(O)=C([C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)O)OC(C)=O)\C)=O,13-Deacetyltaxachitrine A
580,CC1=C2[C@H](/C(=C(/[C@H](C[C@@H](/C(=C/[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/CO)O)OC(=O)C)\C)/OC(=O)C)OC(=O)C,5-epi-Canadensene
581,CC1=C2[C@H](/C(=C(/[C@H](C[C@@H](/C(=C/[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/COC(=O)C)O)OC(=O)C)\C)/OC(=O)C)OC(=O)C,Taxachitriene A
582,CC(O[C@H]1/C(OC(C)=O)=C([C@H](C[C@@H](/C(COC(/C=C/C2=CC=CC=C2)=O)=C\[C@@H]([C@@H](C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)OC(C)=O)O)OC(C)=O)\C)=O,20-O-Cinnamoyl-5-epi-canadensene
583,CC(O[C@H]1C(C([C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)O)OC(C)=O)=C)=O)=O,"(3E,8E)-2alpha,7beta-9,10beta,20-Pentaacetoxy-5alpha-hydroxy-3,8-secotaxa-3,8,11-trien-13-one"
584,CC(O[C@H]1C(C([C@H](C[C@@H](/C(CO)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)OC(C)=O)OC(C)=O)=C)OC(C)=O)=O,"(3E,8E)-2alpha,5alpha,7beta,9,10beta,13alpha-Hexaacetoxy-20-hydroxy-3,8-secotaxa-3,8,11-triene"
585,CC(O[C@H]1C(C([C@H](CC(/C(COC(C)=O)=C\[C@@H]([C@@H](C(C)(C1=C2C)C)C[C@@H]2OC(C)=O)OC(C)=O)=O)O)=C)OC(C)=O)=O,"(3E,8E)-2alpha,9,10beta,13alpha,20-Penta-acetoxy-7beta-hydroxy-3,8-secotaxa-3,8,11-trien-13-one"
586,CC1=C2[C@H](/C(=C(\[C@H](C[C@@H](/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/CO)OC(=O)/C=C/C3=CC=CC=C3)OC(=O)C)/C)/OC(=O)C)OC(=O)C,5-epi-O-Cinnamoylcanadensene
587,CC1=C2[C@H](/C(=C(/[C@H](C[C@@H](/C(=C/[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/COC(=O)C)OC(=O)/C=C/C3=CC=CC=C3)OC(=O)C)\C)/OC(=O)C)OC(=O)C,Taxuspine X
588,CC1=C2[C@@H](OC(C)=O)/C(OC(C)=O)=C(C)/[C@@H](OC(C)=O)C[C@H](OC(/C=C(OC(C)=O)/C3=CC=CC=C3)=O)/C(COC(C)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C,"(3E,8E)-2alpha,7beta,9,10beta,13alpha,20-Hexaacetoxy-5-[2'-acetoxy-cinnamoyloxy]-3,8-secotaxa-3,8,11-triene"
589,CC1=C2[C@@H](OC(C)=O)/C(OC(C)=O)=C(C)/[C@@H](OC(C)=O)C[C@H](OC([C@@H](O)[C@H](N(C)C)C3=CC=CC=C3)=O)/C(COC(C)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C,13-ace-tyl-9-deacetyl-9-benzoyl-10-debenzoyltaxchinin-A
590,O=C(C)O[C@@H]1C2=C(C)[C@H](C[C@@H]([C@@H](/C=C([C@H](C[C@@H](/C(C)=C1\O)OC(C)=O)O)/COC(C)=O)OC(C)=O)C2(C)C)OC(C)=O,Canadensene (20-deacetyltaxachitriene A)
591,CC1=C2[C@H](/C(=C(\[C@H](C[C@@H](/C(=C\[C@@H]([C@@H]([C@@]2(C)CO)C[C@@H]1OC(=O)C)OC(=O)C)/COC(=O)C)O)OC(=O)C)/C)/OC(=O)C)OC(=O)C,Taxumairol M
592,CC(O[C@H]1/C(OC(C)=O)=C(C)\[C@H](C[C@@H](/C(COC(C)=O)=C\[C@@H](C2C[C@@H]3C(C)=C1[C@]2(CO3)C)O)O)OC(C)=O)=O,Canataxpyran A
593,C/C/1=C\C[C@@H](/C(=C/[C@@H]([C@@H]2C[C@@H](C(=C(C2(C)C)[C@H](C1=O)OC(=O)C)C)OC(=O)C)O)/CO)O,"(3E,7E)-10beta,13alpha-Diacetoxy-2alpha,5alpha,20-trihydroxy- 3,8-secotaxa-3,7,11-trien-9-one"
594,O[C@@H](C/C=C1\C)/C(CO)=C/[C@@H]([C@H]2C(C)(C([C@H](C1=O)OC(C)=O)=C([C@H](C2)O)C)C)OC(C)=O,"(3E,7E)-2alpha,10beta-Diacetoxy-5alpha,13alpha,20-trihydroxy-3,8-secotaxa-3,7,11-trien-9-one"
595,C/C/1=C\C[C@@H](/C(=C/[C@@H]([C@@H]2C[C@@H](C(=C(C2(C)C)[C@H](C1=O)OC(=O)C)C)OC(=O)C)OC(=O)C)/CO)O,"(3E,7E)-2alpha,10beta,13alpha-Triacetoxy-5alpha,20-dihydroxy-3,8- secotaxa-3,7,11-trien-9-one"
596,C/C/1=C\C[C@@H](/C(=C/[C@@H]([C@@H]2C[C@@H](C(=C(C2(C)C)[C@H](C1=O)OC(=O)C)C)OC(=O)C)OC(=O)C)/COC(=O)C)O,"(3E,7E)-2alpha,10beta,13alpha,20-Tetraacetoxy-5alpha-hydroxy-3,8-secotaxa-3,7,11-trien-9-one"
597,C/C/1=C\C[C@@H](/C(=C/[C@@H]([C@@H]2C[C@@H](C(=C(C2(C)C)[C@H](C1=O)OC(=O)C)C)OC(=O)C)OC(=O)C)/CO)OC(=O)C,"(3E,7E)-2alpha,5alpha,10alphabeta,13alpha-Tetraacetoxy-20-hydroxy-3,8- secotaxa-3,7,11-trien-9-one"
598,CC(O[C@@H](C/C=C1\C)/C(COC(C)=O)=C/[C@@H]([C@H]2C(C)(C([C@H](C1=O)OC(C)=O)=C([C@H](C2)OC(C)=O)C)C)OC(C)=O)=O,"(3E,7E)-2alpha,5alpha,10beta,13alpha,20-Pentaacetoxy-3,8-secotaxa-3,7,11-trien-9-one"
599,O[C@@H](/C=C(C)\C[C@@H](O)/C=C1\C)[C@H]2C(C)(C(C(CC2)=C)CC1O)C,"(11alphaH)-3,8-Secotaxa-3,7,12(18)-triene-2alpha,6alpha,9beta-triol"
600,C[C@H](C(=O)C[C@H]1[C@H]([C@@H]2C(=C)[C@H](C[C@@H]([C@]2([C@H]([C@@H](C(=O)C1(C)C)OC(=O)C)OC(=O)C)C)OC(=O)C)O)OC(=O)C)O,Taxusecone
601,O=C1C2([C@H](/C=C3[C@H](CC1(C(O)=C(C2=O)C(C4=CC=CC=C4)=C)C)CCC(C)(C\3)C)[C@H]5C(C)(O5)C)C/C=C(C)\C,"(4aS,11S,Z)-11-((S)-3,3-dimethyloxiran-2-yl)-7-hydroxy-2,2,6-trimethyl-10-(3-methylbut-2-en-1-yl)-8-(1-phenylvinyl)-2,3,4,4a,5,6,10,11-octahydro-6,10-methanobenzo[10]annulene-9,13(1H)-dione"
602,O=C1C(C[C@H](O2)C(O)(C)C)([C@H](/C=C3[C@H](CC1(C4=O)C)CCC(C)(C\3)C)[C@H]5C(C)(O5)C)C2=C4C(C6=CC=CC=C6)=O,"(2S,7aS,13S,Z)-4-benzoyl-13-((S)-3,3-dimethyloxiran-2-yl)-2-(2-hydroxypropan-2-yl)-6,10,10-trimethyl-1,2,6,7,7a,8,9,10,11,13-decahydro-5H-6,13a-methanobenzo[5,6]cyclodeca[1,2-b]furan-5,14-dione"
603,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@]5([H])C[C@H](OC(N(C)C)=O)[C@@]4(C)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4S,4aS,6R,9S,11S,12S,12aR,12bS)-12b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-4-((dimethylcarbamoyl)oxy)-11-hydroxy-6-methoxy-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxet-12-yl benzoate"
604,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@]5([H])C[C@H](OC(OC)=O)[C@@]4(C)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4S,4aS,6R,9S,11S,12S,12aR,12bS)-12b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-11-hydroxy-6-methoxy-4-((methoxycarbonyl)oxy)-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxet-12-yl benzoate"
605,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC(N(C)C)=O)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@]5([H])C[C@H](OC)[C@@]4(C)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4S,4aS,6R,9S,11S,12S,12aR,12bS)-12b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-6-((dimethylcarbamoyl)oxy)-11-hydroxy-4-methoxy-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxet-12-yl benzoate"
606,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC(OC)=O)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@]5([H])C[C@H](OC)[C@@]4(C)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4S,4aS,6R,9S,11S,12S,12aR,12bS)-12b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-11-hydroxy-4-methoxy-6-((methoxycarbonyl)oxy)-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxet-12-yl benzoate"
607,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@]5([H])CC([H])[C@@]4(C)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4aR,6R,9S,11S,12S,12aR,12bS)-12b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-11-hydroxy-6-methoxy-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxet-12-yl benzoate"
608,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC(N(C)C)=O)[C@H](O3)[C@]([C@@H](OC(C4=CC=CC=C4)=O)[C@]5([H])[C@@]6(CO[C@]6([H])C[C@H](OC)[C@@]5(C)C2=O)OC(C)=O)(OC3=O)C1(C)C)=O)[C@H](/C=C(F)\F)NC(OC(C)(C)C)=O,"(2aR,4S,4aS,6R,9R,9aS,12aS,13S,13aR,13bS)-13b-acetoxy-9-(((2R,3S)-3-((tert-butoxycarbonyl)amino)-5,5-difluoro-2-hydroxypent-4-enoyl)oxy)-6-((dimethylcarbamoyl)oxy)-4-methoxy-4a,8,14,14-tetramethyl-5,11-dioxo-1,2a,3,4,4a,5,6,9,9a,13,13a,13b-dodecahydro-7,12a-methanooxeto[2'',3'':5',6']benzo[1',2':4,5]cyclodeca[1,2-d][1,3]dioxol-13-yl benzoate"
609,CC1=C(CC[C@@]2(C)[C@](C(C)=CCC2)([H])C3)C(C)(C)[C@@]3([H])CC1,taxadiene
610,CC1=C(CC[C@@]2(C)[C@](C([C@@H](O)CC2)=C)([H])C3)C(C)(C)[C@@]3([H])CC1,taxadiene-5α-ol
611,CC1=C(CC[C@@]2(C)[C@](C([C@@H](OC(C)=O)CC2)=C)([H])C3)C(C)(C)[C@@]3([H])CC1,taxadiene-5α-yl acetate
612,CC1=C([C@@H](O)C[C@@]2(C)[C@](C([C@@H](OC(C)=O)CC2)=C)([H])C3)C(C)(C)[C@@]3([H])C[C@@H]1O,"taxadiene-5α,10β,13α-triol 5-acetate"
613,CC1=C(CC[C@@]2(C)[C@](C([C@@H](OC(C)=O)CC2)=C)([H])C3)C(C)(C)[C@@]3([H])C[C@@H]1O,"taxadiene-5α,13α-diol 5-acetate"
614,CC1=C2[C@@H](O)C[C@]3([C@]([H])(C[C@]([H])(C[C@@H]1O)C2(C)C)C([C@H](CC3)O)=C)C,"(3S,4aS,6R,8S,11S,12aS)-9,12a,13,13-tetramethyl-4-methylene-1,2,3,4,4a,5,6,7,8,11,12,12a-dodecahydro-6,10-methanobenzo[10]annulene-3,8,11-triol"
616,CC1=C2[C@@H](O)C[C@]3([C@]([H])(C[C@]([H])(C[C@@H]1OC(C)=O)C2(C)C)C([C@H](CC3)O)=C)C,"(3S,4aS,6R,8S,11S,12aS)-3,11-dihydroxy-9,12a,13,13-tetramethyl-4-methylene-1,2,3,4,4a,5,6,7,8,11,12,12a-dodecahydro-6,10-methanobenzo[10]annulen-8-yl acetate"
617,CC1=C2[C@@H](O)C[C@]3([C@]([H])(C[C@]([H])(C[C@@H]1OC(C)=O)C2(C)C)C([C@H](CC3)OC(C)=O)=C)C,"(3S,4aS,6R,8S,11S,12aS)-11-hydroxy-9,12a,13,13-tetramethyl-4-methylene-1,2,3,4,4a,5,6,7,8,11,12,12a-dodecahydro-6,10-methanobenzo[10]annulene-3,8-diyl diacetate"
618,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3([C@]([H])([C@H](OC(C4=CC=CC=C4)=O)[C@]([H])(C[C@@H]1OC(C)=O)C2(C)C)C([C@H](C[C@@H]3OC(C)=O)OC(C)=O)=C)C,"(1S,3S,4aR,5R,6R,8S,11R,12R,12aS)-5-(benzoyloxy)-9,12a,13,13-tetramethyl-4-methylene-1,2,3,4,4a,5,6,7,8,11,12,12a-dodecahydro-6,10-methanobenzo[10]annulene-1,3,8,11,12-pentayl pentaacetate"
619,CC1=C2[C@H]([C@@H]([C@@]3(C)[C@]([C@@H]([C@](C[C@@H]1OC(C)=O)(C2(C)C)[H])OC(C4=CC=CC=C4)=O)([C@]5([C@H](OC5)C[C@@H]3OC(C)=O)C(C)=O)[H])OC(C)=O)OC(C)=O,"(2aR,4S,4aS,5R,6R,9S,11R,12R,12aR,12bS)-12-(benzoyloxy)-4a,8,13,13-tetramethyl-12b-(methyl(oxo)-l4-oxidaneyl)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxete-4,5,6,9-tetrayl tetraacetate"
620,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]3([C@]([H])([C@H](OC(C4=CC=CC=C4)=O)[C@]([H])(C[C@@H]1OC(C)=O)C2(C)C)[C@@]5(CO5)[C@H](C[C@@H]3OC(C)=O)OC(C)=O)C,"(1'S,2R,3'S,4a'R,5'R,6'R,8'S,11'R,12'R,12a'S)-5'-(benzoyloxy)-9',12a',13',13'-tetramethyl-2',3',4a',5',6',7',8',11',12',12a'-decahydro-1'H-spiro[oxirane-2,4'-[6,10]methanobenzo[10]annulene]-1',3',8',11',12'-pentayl pentaacetate"
621,CC1=CCC[C@]2(C)[C@]1([H])C[C@@]3([H])[C@@](C(C)=CC3)(C(C)(O)C)CC2,"2-((3aS,4aS,8aS,10aS)-1,5,8a-trimethyl-3a,4,4a,7,8,8a,9,10-octahydrobenzo[f]azulen-10a(3H)-yl)propan-2-ol"
622,C=C1[C@]2(O)CC[C@]3([C@]([H])(C[C@]([H])(CC1)C2(C)C)C(C)=CCC3)C,"(4aS,6S,10R,12aS)-4,12a,13,13-tetramethyl-9-methylene-1,4a,5,6,7,8,9,11,12,12a-decahydro-6,10-methanobenzo[10]annulen-10(2H)-ol"
623,CC1=CCC[C@](CC2)(C)[C@]1([H])C[C@H](C(C)=C)CCC(C2=O)=C,"(4aS,11R,12aS)-1,4a-dimethyl-8-methylene-11-(prop-1-en-2-yl)-4,4a,5,6,8,9,10,11,12,12a-decahydrobenzo[10]annulen-7(3H)-one"
624,O[C@@H](C(O[C@H](C(C)=C1[C@H]2OC(C)=O)C[C@]([C@@H](OC(C3=CC=CC=C3)=O)[C@]4([H])[C@@]5(CO[C@@H]5C[C@H]6[C@]4(C6)C2=O)OC(C)=O)(O)C1(C)C)=O)[C@H](CC(C)C)NC(OC(C)(C)C)=O,TM2
625,CC1=C2[C@@H](O)C[C@]3(C)CC[C@H](OC(C)=O)C([C@H]3[C@H](OC(C)=O)[C@H]([C@@H](OC([C@@H]([C@@H](O)C)C)=O)C1)C2(C)C)=C,10-Deacetylyunnanxane
626,CC1=C2C(C(C3(C(CC(C2(C)C)CC1OC(=O)C)C(=C)C(CC3OC(=O)C)O)C)OC(=O)C)OC(=O)C,2-Deacetoxydecinnamoyltaxinine J
627,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)CO4)O)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O,"9-Deacetyl-9-benzoyl- 10-debenzoyl-4β,20-epoxytaxchinin A"
628,CC1=C2C(C(C3(C(CC4C(C3C(C2(CC1O)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)O,"7,13-Dideacetyl-9,10-didebenzoyltaxchinin C"
629,CC(=O)OC[C@@]12[C@H](C[C@@H](C(=C)[C@H]1[C@@H]([C@@H]3CC(=O)[C@@]4([C@@]([C@]3(CO4)C)([C@H]([C@@H]2OC(=O)C)OC(=O)C)O)C)OC(=O)C)OC(=O)/C=C/C5=CC=CC=C5)OC(=O)C,Taxezopidine L
630,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)COC(=O)C)O)O,13-O-Deacetyltaxumairol Z
631,C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C,7-Xylosyl-10-deacetylpaclitaxel B
632,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)/C=C/C4=CC=CC=C4)C)OC(=O)C)OC(=O)C,"2,7-Dideacetoxytaxinine J"
633,CC1=C2[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(C)[C@@H](C([C@@H](OC(/C=C/C4=CC=CC=C4)=O)C[C@@H]3OC(C)=O)=C)C[C@H](CC1=O)C2(C)C,2-Deacetoxytaxinine B
634,CC1=C2[C@@H](O)C([C@]3(C)[C@H](O)C[C@@H]4[C@](CO4)(OC(C)=O)[C@H]3[C@H](OC(C5=CC=CC=C5)=O)[C@@](C[C@@H]1O)(O)C2(C)C)=O,7-epi-10-Deacetyl Baccatin III
635,CC1=C2C(C)(C)[C@@]([C@@H](OC(C3=CC=CC=C3)=O)[C@@]([C@@](CO4)(OC(C)=O)[C@H]4C[C@@H]5O)([H])[C@]5(C)C([C@@H]2OC(C)=O)=O)(O)C[C@@H]1OC([C@H](O)[C@H](C6=CC=CC=C6)N)=O,3'-N-debenzoylpaclitaxel
636,CC1=C2C(C)(C)[C@@]([C@@H](OC(C3=CC=CC=C3)=O)[C@@]([C@@](CO4)(OC(C)=O)[C@H]4C[C@@H]5O)([H])[C@]5(C)C([C@@H]2OC(C)=O)=O)(O)C[C@@H]1OC(C[C@H](C6=CC=CC=C6)N)=O,3'-N-debenzoyl-2'-deoxypaclitaxel
637,CC1=C2C(C)(C)[C@@]([C@@H](O)[C@@](C([C@@H](OC(C)=O)C[C@@H]3O)=C)([H])[C@]3(C)[C@@H](O)[C@@H]2O)(O)C[C@@H]1O,taxane intermediate
638,CC1=C2C(C)(C)[C@@]([C@@H](O)[C@@]([C@@](CO3)(OC(C)=O)[C@H]3C[C@@H]4O)([H])[C@]4(C)C([C@@H]2O)=O)(O)C[C@@H]1O,taxane intermediate
640,CC1=C2C(C)(C)C(C[C@@](C([C@@H](O)CC3)=C)([H])[C@]3(C)CC2)C[C@@H]1O,"taxadiene-5α,13α-diol"
